SMILES,148_KAG,290_KBA,178_KAA,154_KAN,212_KAL,342_KAI,104_KAF,260_KAF,140_KAC,168_KAK,314_KAF,340_KAH,22_KAI,156_KAE,80_KAD,92_KAM,222_KAV,210_KAF,216_KAA,204_KAM,296_KAW,220_KAH,286_KAM,200_KAR,134_KAC,216_KAN,134_KAH,322_KAK,72_KAI,182_KAD,304_KAQ,140_KAD,268_KAL,192_KAO,284_KAJ,310_KAQ,58_KAF,8_KAI,34_KAS,56_KAS,22_KAJ
[C@H]1(CCN(c2ncnc3scc(c23)c2ccccc2)CC1)CN(C)[C@H]1CN(C)C(=O)C1,-8.3,-7.4,-6.7,-6.4,-6.9,-6.3,-7.8,-6.6,-6.7,-6.8,-7.3,-6.7,-7.5,-7.2,-6.2,-6.1,-7.6,-8.6,-8.6,-6.0,-8.7,-5.6,-7.5,-5.3,-6.5,-7.4,-7.8,-6.4,-7.8,-7.7,-7.7,-6.4,-7.3,-8.6,-7.0,-7.5,-7.1,-7.7,-6.9,-7.9,-7.6
[C@@H](C(=O)NCC[C@@H]1N(C)CCC1)(NC(=O)c1ccc(c(c1)c1ccc(Cl)c(Cl)c1)O)CC1CCCCC1,-9.3,-8.6,-7.5,-7.0,-7.2,-7.5,-8.9,-8.4,-7.6,-7.5,-7.8,-7.5,-8.6,-7.9,-6.6,-6.6,-8.0,-9.9,-9.0,-5.7,-9.7,-7.4,-7.2,-6.9,-7.6,-8.2,-9.2,-7.1,-8.1,-8.2,-7.6,-7.9,-8.3,-9.3,-6.9,-9.1,-8.0,-7.8,-7.9,-7.6,-8.2
c1(ccc2c(c1)CN(C)[C@H](N2C)c1ccc2ccccc2c1)OC(=O)NCCCCCCC,-7.9,-8.2,-7.2,-6.6,-6.8,-6.2,-7.8,-7.7,-7.2,-7.4,-7.4,-6.8,-7.4,-6.9,-6.2,-6.6,-7.1,-9.2,-8.4,-6.0,-8.9,-6.3,-6.6,-6.1,-7.4,-7.7,-7.8,-6.6,-7.4,-7.7,-7.6,-7.1,-7.7,-8.8,-6.2,-7.8,-7.9,-7.5,-6.5,-6.8,-7.5
c1(ccc(cc1)CN1CCCC1)C#CCCN1CCCCC1,-6.8,-6.4,-6.5,-5.1,-6.3,-5.8,-6.8,-6.1,-5.8,-5.7,-6.0,-5.9,-6.8,-6.0,-5.5,-5.5,-6.0,-7.2,-7.1,-4.7,-7.3,-5.6,-5.6,-6.4,-6.7,-6.4,-6.5,-5.9,-6.0,-6.5,-6.3,-5.7,-6.3,-7.6,-5.0,-6.5,-6.1,-6.4,-5.5,-5.9,-6.1
c1cc2c(cc1OCCCN1CCCCC1)CN(CC2)CC1CCCCC1,-7.7,-7.3,-7.2,-5.3,-6.6,-5.8,-7.9,-7.0,-6.5,-5.9,-6.4,-6.7,-7.7,-6.4,-5.6,-6.6,-6.8,-7.9,-8.0,-4.6,-8.5,-6.2,-6.2,-6.6,-7.0,-6.9,-7.4,-6.5,-6.8,-7.3,-6.9,-6.8,-6.9,-8.2,-5.5,-7.3,-7.5,-6.2,-5.7,-6.3,-6.4
n1(c(nc2cnccc12)c1cccnc1)CC,-6.4,-6.1,-5.2,-4.6,-5.2,-5.1,-5.8,-5.3,-5.0,-5.0,-5.4,-5.1,-5.9,-5.4,-4.5,-5.1,-5.2,-6.2,-6.4,-4.2,-6.1,-5.1,-5.2,-6.5,-5.2,-5.6,-6.0,-4.7,-5.3,-6.1,-5.5,-5.0,-5.4,-6.7,-4.6,-6.2,-5.4,-6.0,-5.1,-5.6,-5.6
N1(CCN(C(=O)C[C@@H](c2ccccc2)C(F)(F)F)CC1)[C@@H](c1c(C)nccc1)C#N,-7.7,-7.4,-6.8,-5.8,-6.2,-6.3,-8.2,-7.3,-6.4,-6.0,-7.2,-6.3,-6.8,-6.8,-5.9,-6.2,-7.0,-7.4,-7.9,-5.1,-8.3,-5.8,-6.7,-6.7,-6.1,-7.3,-7.5,-6.1,-6.9,-7.7,-7.0,-6.1,-7.2,-8.3,-5.9,-6.8,-6.8,-6.7,-6.8,-6.5,-6.8
c1(nc(n(n1)c1cccc(c1)O)c1cccc(c1)C(C)(C)C)CN(C)C,-8.2,-7.4,-6.2,-6.0,-6.0,-5.9,-7.3,-7.5,-6.3,-6.4,-6.5,-6.5,-6.8,-7.2,-6.1,-6.4,-6.7,-8.0,-7.5,-5.5,-8.3,-6.1,-6.8,-6.0,-6.4,-6.9,-8.2,-6.5,-7.4,-7.0,-6.9,-6.2,-7.5,-8.4,-6.4,-6.9,-6.8,-6.8,-5.9,-7.1,-7.1
N(c1ncccc1c1nc(C)nc(N)n1)c1ccc(c(c1)F)OC,-8.2,-8.2,-6.9,-7.1,-6.4,-6.4,-8.0,-7.0,-6.8,-6.8,-6.8,-6.9,-7.9,-7.5,-6.3,-6.8,-6.9,-8.1,-7.8,-5.5,-8.6,-6.3,-6.4,-6.2,-6.9,-7.0,-8.2,-6.1,-7.1,-8.0,-7.3,-6.7,-7.2,-8.9,-6.3,-7.3,-7.7,-7.4,-6.2,-7.8,-7.6
[C@H]1(CN(C(=O)c2cc3cccc(F)c3[nH]2)C[C@H]1O)N(C)C,-7.3,-7.2,-5.7,-5.7,-6.1,-6.3,-7.0,-6.4,-6.2,-6.2,-6.9,-6.0,-6.7,-6.5,-5.9,-5.8,-6.8,-7.9,-7.1,-5.0,-7.6,-6.4,-5.9,-7.0,-6.4,-6.3,-7.3,-5.9,-6.5,-6.8,-6.6,-6.2,-6.6,-8.1,-5.9,-7.4,-6.7,-6.3,-5.9,-6.6,-6.9
N(C(=O)Cc1ccc(cc1)N(=O)=O)c1c(ccs1)C(=O)N,-7.2,-7.0,-6.2,-6.8,-6.2,-6.0,-7.3,-6.2,-6.2,-6.0,-6.3,-5.8,-6.6,-6.6,-5.6,-6.1,-6.4,-7.0,-6.9,-5.4,-7.0,-6.1,-5.5,-6.3,-6.3,-6.3,-6.6,-5.6,-6.3,-6.7,-6.4,-6.0,-6.3,-7.5,-5.5,-6.6,-7.0,-6.6,-5.4,-6.3,-6.4
[C@H]1(CC(=O)N(C1=O)c1ccc(cc1)Oc1ccccc1)NNC(=O)Cc1ccccc1,-7.8,-7.7,-7.6,-6.3,-7.4,-7.0,-9.0,-7.4,-8.1,-6.0,-7.7,-7.7,-7.8,-7.6,-6.2,-7.2,-7.1,-8.4,-8.8,-5.9,-9.3,-6.1,-6.1,-7.5,-8.2,-8.5,-8.2,-7.4,-7.6,-7.8,-6.7,-6.4,-7.6,-9.3,-5.9,-8.4,-7.5,-8.4,-6.0,-7.2,-8.2
c1(cc(c(cc1Nc1ccccc1)NCc1ccccc1)C(=O)O)S(=O)(=O)C,-7.7,-7.6,-6.5,-5.8,-6.4,-7.0,-7.7,-7.1,-6.4,-6.6,-6.6,-6.7,-7.8,-7.1,-6.2,-6.8,-7.5,-8.5,-7.8,-6.0,-8.4,-6.6,-6.7,-7.0,-7.1,-7.4,-8.2,-5.9,-6.9,-7.0,-7.3,-6.6,-7.1,-8.6,-5.9,-7.4,-7.5,-7.6,-6.3,-7.0,-7.8
C(=O)(N[C@H](c1ccc(C)cc1)CC(=O)O)c1ccc(c(n1)c1ccc(F)cc1F)OC,-8.8,-7.8,-7.2,-6.8,-6.9,-6.3,-8.3,-7.2,-7.0,-7.0,-7.5,-7.7,-8.0,-6.8,-6.5,-7.4,-7.3,-8.9,-8.1,-5.4,-9.0,-6.9,-7.2,-6.5,-7.4,-7.5,-7.9,-6.9,-7.2,-8.0,-7.5,-6.7,-8.2,-8.7,-6.6,-8.2,-7.6,-7.1,-6.8,-7.3,-7.6
c1(c(nc(NCN)nc1CCC(=O)Nc1ccccc1N(=O)=O)N)c1ccc(C)cc1,-8.6,-7.7,-6.2,-6.4,-6.8,-5.8,-7.5,-7.3,-6.8,-6.6,-7.3,-7.0,-8.1,-6.9,-6.2,-6.4,-6.6,-8.9,-7.8,-5.7,-8.1,-6.0,-6.6,-6.4,-7.3,-7.4,-8.3,-6.2,-7.2,-8.3,-7.3,-6.4,-7.8,-8.5,-6.7,-8.2,-7.4,-7.4,-7.0,-8.0,-7.1
c1(cc(I)ccc1Sc1ccccc1N)CN(C)C,-6.6,-6.5,-6.1,-5.6,-5.2,-5.5,-6.4,-5.8,-5.4,-5.0,-5.3,-5.3,-5.5,-6.0,-5.1,-5.5,-5.8,-6.4,-6.2,-4.3,-6.6,-4.9,-5.3,-6.9,-5.6,-5.7,-6.3,-5.0,-5.9,-6.4,-5.8,-5.5,-6.0,-7.6,-4.9,-6.0,-5.7,-5.5,-5.2,-6.1,-5.9
[C@@H]1(CCN(CC1)C[C@H]1CCOc2ccccc2C1)CNC(=O)C,-7.8,-7.4,-6.4,-6.1,-6.6,-6.4,-8.2,-6.5,-6.6,-6.7,-6.7,-6.5,-6.6,-6.8,-6.5,-6.1,-6.4,-7.8,-7.8,-5.4,-7.7,-6.4,-6.4,-5.6,-6.6,-7.0,-7.2,-6.1,-6.7,-7.4,-6.9,-6.6,-7.0,-8.3,-6.0,-7.4,-7.2,-6.7,-6.2,-7.3,-7.2
c1(cnn(c1n1cccc1)c1ccccc1)C(=O)Nc1ccc(cc1)OCC,-7.6,-6.9,-6.0,-6.0,-6.3,-6.5,-7.8,-6.3,-6.2,-6.1,-7.3,-6.6,-7.1,-6.5,-6.0,-6.6,-6.5,-8.0,-7.8,-5.0,-8.1,-6.1,-6.3,-6.4,-6.4,-6.7,-7.0,-5.6,-6.7,-7.4,-6.6,-6.0,-6.3,-8.5,-5.9,-6.7,-6.5,-6.2,-6.2,-6.3,-7.0
C1COCCO1,-2.7,-2.4,-2.9,-2.4,-2.7,-2.5,-2.6,-2.3,-2.8,-2.8,-2.5,-2.2,-2.9,-2.6,-2.4,-2.2,-2.4,-2.7,-2.6,-2.8,-2.8,-2.3,-2.1,-3.2,-2.5,-2.7,-2.6,-2.4,-2.1,-2.9,-2.9,-2.8,-2.5,-2.9,-2.3,-2.9,-2.7,-2.9,-2.5,-2.6,-2.6
Cc1[nH]c(Nc2nc(C)c3cc4c(cc3n2)OCO4)nc(=O)c1Cc1ccccc1,-9.5,-9.0,-6.9,-6.9,-7.2,-7.3,-10.3,-8.0,-7.6,-8.6,-9.2,-7.8,-8.8,-7.8,-6.9,-7.2,-8.1,-9.7,-9.9,-6.4,-9.6,-7.3,-7.3,-7.8,-8.0,-7.9,-9.2,-7.6,-8.6,-9.0,-8.5,-7.1,-8.2,-11.0,-7.4,-7.7,-7.9,-7.4,-8.0,-8.4,-8.9
C(=O)(NCc1ccc2ccccc2n1)CCCCCC(=O)NO,-7.4,-6.4,-6.7,-6.1,-6.5,-6.1,-7.9,-6.3,-6.4,-6.1,-6.1,-6.3,-7.1,-6.4,-5.6,-6.3,-6.6,-7.2,-6.6,-5.6,-7.5,-6.0,-5.9,-6.4,-7.0,-6.9,-6.9,-5.6,-5.8,-7.4,-6.7,-6.4,-6.9,-7.2,-4.9,-7.1,-6.7,-6.7,-6.7,-6.4,-6.3
c1(c(nn(c1c1ccccc1)c1ccccc1)CCOC)CC,-7.4,-6.4,-5.7,-5.2,-5.5,-5.1,-6.6,-5.8,-5.2,-5.2,-5.5,-5.7,-5.9,-6.3,-5.6,-5.7,-5.9,-7.0,-7.4,-5.1,-6.9,-5.7,-5.7,-6.0,-5.3,-6.0,-6.4,-5.5,-6.2,-6.4,-6.3,-5.4,-6.7,-7.1,-5.4,-5.7,-5.6,-6.1,-5.5,-6.1,-5.8
c1(cccc2cc(c(=O)oc12)C(=O)N[C@@H](C)[C@@H]1CCCO1)OC,-7.4,-7.0,-6.5,-5.6,-6.6,-5.9,-7.0,-6.5,-6.3,-6.4,-6.6,-6.3,-7.2,-6.7,-5.7,-5.9,-6.8,-7.8,-7.3,-5.1,-7.9,-6.3,-5.7,-6.8,-6.6,-6.9,-7.0,-5.5,-6.4,-7.2,-6.6,-6.4,-6.8,-7.9,-5.6,-6.9,-6.6,-6.5,-5.9,-6.6,-6.6
[C@H]1(CC[C@]2(C)C(=CC[C@H]3[C@H]2CC[C@@]2(C)[C@@H]3C[C@@H]3O[C@]4(CC[C@H](C)CO4)[C@@H](C)[C@@H]23)C1)OC(=O)c1c(cccc1)OC(=O)C,-10.0,-9.1,-8.1,-7.3,-7.2,-5.3,-9.9,-9.4,-9.2,-8.4,-8.4,-8.0,-9.1,-8.3,-7.3,-8.0,-8.2,-10.8,-10.2,-6.5,-11.2,-7.6,-8.4,-5.7,-9.0,-9.4,-9.3,-8.3,-10.1,-10.2,-9.2,-7.6,-9.0,-11.1,-8.0,-7.8,-9.7,-8.5,-8.2,-8.9,-9.3
C(=O)(Nc1ccc(Br)cc1Br)CSc1n(C)nnn1,-6.2,-6.0,-5.2,-5.1,-5.0,-5.3,-6.2,-5.6,-5.0,-5.1,-5.5,-5.3,-5.6,-5.9,-5.1,-4.9,-5.6,-6.2,-6.1,-4.4,-6.3,-5.0,-4.9,-5.6,-5.6,-5.6,-5.8,-4.6,-5.3,-6.1,-5.8,-5.2,-5.5,-6.7,-4.8,-6.5,-6.0,-5.5,-5.2,-5.7,-6.1
N1(C(=O)N([C@@H]2[C@H]1N(C(=O)C)C(=O)N2C(=O)C)CC)CC,-6.0,-5.9,-6.3,-5.0,-5.1,-4.8,-5.8,-5.5,-4.7,-5.0,-5.5,-5.1,-5.4,-5.4,-4.9,-4.9,-5.2,-6.3,-6.6,-4.3,-7.1,-4.8,-4.8,-4.0,-5.1,-5.4,-5.9,-5.0,-5.8,-6.9,-6.0,-5.0,-6.2,-7.0,-5.3,-5.8,-5.4,-5.6,-5.3,-5.9,-5.8
O=c1c(c(c2ccccc2n1Cc1ccccc1F)O)C1=CS(=O)(=O)c2ccccc2N1,-9.5,-9.1,-7.8,-7.6,-8.1,-6.8,-9.1,-8.4,-7.7,-7.9,-8.6,-8.0,-8.4,-7.9,-7.6,-8.0,-8.4,-9.7,-9.4,-6.6,-9.8,-7.3,-7.8,-7.5,-8.2,-8.7,-9.4,-7.7,-9.2,-9.4,-8.4,-7.6,-9.3,-10.5,-7.6,-8.5,-9.2,-8.7,-7.7,-8.4,-9.0
c1(cccc(c1)NCc1ccccc1)c1nc(C)c([nH]1)C,-7.8,-7.2,-7.2,-6.6,-6.8,-7.1,-8.1,-7.2,-6.7,-6.6,-6.6,-6.8,-7.7,-6.7,-6.2,-6.5,-6.7,-8.2,-7.7,-5.5,-8.6,-6.5,-6.3,-7.4,-7.3,-7.2,-7.6,-6.2,-6.9,-7.9,-6.9,-6.8,-7.0,-8.7,-5.7,-7.6,-7.3,-7.6,-6.6,-7.0,-6.9
c1(cccc(c1)C(=O)c1nc2ccccc2o1)OC(=O)NC1CCCC1,-7.9,-7.6,-6.5,-6.5,-7.2,-6.8,-8.7,-7.1,-7.3,-6.8,-7.3,-7.3,-7.5,-6.9,-7.0,-7.0,-7.1,-8.7,-8.1,-5.7,-8.8,-7.1,-6.8,-7.1,-7.7,-7.6,-8.1,-6.7,-7.2,-8.2,-7.5,-7.3,-7.8,-9.0,-6.0,-7.9,-7.7,-7.9,-6.7,-7.6,-7.2
C(=O)(N1CCN(CC1)c1ccccc1Cn1ccnc1)[C@H]1CN(C[C@@H]1c1ccc(Cl)cc1)C(C)C,-8.0,-8.3,-6.5,-6.6,-7.3,-5.6,-7.2,-8.2,-6.1,-6.3,-7.5,-6.9,-7.3,-6.7,-6.9,-7.2,-7.5,-8.5,-7.7,-5.3,-8.4,-5.9,-6.6,-5.8,-6.3,-7.3,-8.3,-6.4,-7.7,-8.0,-7.5,-6.5,-7.4,-8.8,-6.5,-5.9,-7.1,-7.1,-5.7,-7.2,-7.2
N1(CCN(CC1)S(=O)(=O)Cc1ccccc1)CCC(=O)NO,-7.0,-6.8,-6.4,-6.5,-6.3,-5.5,-6.7,-6.2,-6.3,-6.1,-6.1,-6.2,-6.3,-6.4,-6.0,-5.4,-6.3,-7.5,-7.1,-4.8,-7.3,-6.3,-6.0,-6.1,-6.2,-6.8,-6.6,-5.7,-6.3,-6.5,-6.3,-5.9,-6.6,-7.9,-5.3,-6.8,-6.3,-6.7,-5.9,-6.4,-6.6
c1(ccc(cc1)c1ccccc1)[C@]1(C(=CC=C(C)C1)C=O)C,-8.5,-7.4,-7.4,-6.3,-6.6,-6.2,-8.5,-7.1,-6.5,-6.0,-6.9,-7.2,-6.6,-7.7,-6.3,-6.7,-6.8,-9.1,-7.9,-5.2,-8.4,-6.2,-6.8,-6.5,-6.8,-7.5,-7.3,-6.1,-7.2,-7.3,-7.3,-6.5,-7.6,-9.1,-5.9,-6.8,-7.1,-7.4,-6.2,-6.7,-7.2
N(C(=O)C(=O)NC(C)(C)C)NC(=O)c1cccc(C)c1,-7.6,-6.9,-6.2,-5.8,-6.0,-7.1,-7.1,-6.1,-6.4,-6.4,-6.3,-6.0,-7.1,-6.7,-6.0,-5.6,-6.3,-7.6,-6.8,-5.1,-7.3,-6.0,-5.7,-7.3,-6.0,-6.4,-6.9,-5.6,-6.4,-6.3,-6.6,-6.6,-6.3,-8.1,-5.5,-7.2,-6.6,-7.3,-6.0,-6.3,-7.0
c1(cc2c(c(oc2cc1O)c1ccccc1)C#Cc1cccc(F)c1)C(=O)O,-8.7,-7.9,-7.8,-7.1,-7.0,-6.5,-8.9,-8.0,-7.2,-7.1,-7.2,-7.4,-8.5,-7.7,-7.1,-7.1,-7.5,-9.8,-8.1,-7.1,-9.6,-7.0,-7.2,-7.0,-7.5,-8.0,-8.4,-7.3,-8.2,-7.7,-8.2,-7.5,-8.0,-8.8,-6.8,-8.0,-7.8,-8.1,-7.3,-7.3,-8.3
N(c1ncnc2c1cnn2c1ccccc1)c1ccc(F)cc1,-8.2,-7.8,-6.3,-6.9,-6.9,-7.0,-7.8,-7.0,-6.8,-6.9,-7.1,-6.7,-7.6,-7.1,-6.6,-6.5,-6.9,-8.3,-7.6,-5.6,-8.9,-6.5,-6.7,-7.2,-6.8,-7.5,-7.9,-6.2,-7.0,-7.3,-7.4,-6.6,-7.9,-9.0,-6.4,-8.1,-7.2,-7.2,-7.3,-7.1,-7.2
O=C(N1CC[C@]2(CC1)CCN(CC2)c1ccccn1)Oc1ccccc1,-8.0,-7.6,-6.1,-6.2,-7.0,-6.9,-8.2,-7.1,-6.9,-6.9,-7.4,-7.2,-6.8,-6.7,-6.6,-7.2,-6.6,-8.8,-8.2,-5.1,-9.1,-5.7,-6.9,-6.0,-6.7,-7.5,-8.0,-6.5,-7.6,-8.0,-7.9,-6.5,-7.5,-8.7,-6.3,-7.4,-7.5,-7.1,-6.7,-7.1,-7.9
N1(CC[C@H](CC1)NC(=O)c1cc(=O)c2ccc(F)cc2o1)Cc1ccc2ccc(=O)n(C)c2c1,-10.1,-8.7,-7.5,-7.8,-7.6,-7.4,-8.9,-8.5,-8.3,-8.2,-8.5,-8.3,-8.7,-7.5,-7.6,-8.1,-7.9,-9.7,-10.3,-6.6,-9.9,-7.0,-7.8,-7.7,-8.1,-9.0,-8.9,-7.8,-8.6,-10.3,-8.5,-7.2,-8.5,-10.6,-7.9,-8.6,-8.8,-8.3,-8.4,-8.3,-8.7
c1(cc(ccc1OC)CCNCC(=O)N(C)C)OCCCC,-6.0,-5.5,-5.4,-5.4,-5.3,-5.2,-5.8,-5.3,-5.2,-5.1,-5.1,-4.8,-5.7,-5.5,-4.4,-5.1,-5.1,-6.0,-6.0,-4.5,-6.3,-4.8,-4.7,-5.8,-5.4,-5.8,-5.5,-4.7,-5.4,-5.7,-5.3,-5.1,-5.1,-6.5,-4.3,-5.7,-5.5,-5.8,-4.7,-5.4,-5.4
[C@H](Cc1cc(c(cc1)O)OC)(Oc1ccc(cc1OC)CCCO)CO,-6.9,-6.3,-6.0,-5.8,-5.8,-6.1,-6.9,-5.8,-6.2,-5.5,-5.9,-5.6,-6.7,-6.3,-5.4,-5.6,-5.6,-7.4,-6.3,-4.9,-7.4,-5.5,-5.5,-5.6,-6.3,-6.2,-6.4,-5.4,-5.9,-6.5,-6.3,-6.1,-6.3,-6.9,-5.0,-6.8,-6.5,-5.9,-5.3,-6.2,-6.2
C(C(=O)N1C[C@@H]2C[C@H](C1)c1cccc(=O)n1C2)c1c(=O)oc2cc(c(cc2c1C)Cl)OC,-8.7,-8.5,-7.4,-6.8,-7.8,-7.2,-9.4,-8.1,-7.5,-7.5,-8.5,-8.0,-8.0,-7.5,-7.2,-7.6,-8.2,-9.7,-9.1,-6.0,-9.7,-7.0,-7.7,-6.6,-8.8,-8.5,-8.8,-7.0,-8.1,-8.9,-8.3,-6.9,-8.4,-10.3,-7.2,-8.6,-8.1,-7.5,-7.6,-7.7,-8.6
N(c1nc(c(s1)Cc1ccc(cc1)C#N)c1ccccc1)Cc1ccc(cc1)OC,-8.5,-7.7,-6.8,-6.2,-6.7,-6.4,-7.5,-6.8,-6.6,-6.2,-7.4,-6.4,-7.5,-7.1,-6.0,-6.9,-6.9,-8.8,-7.8,-5.1,-9.0,-7.3,-7.3,-6.1,-6.7,-7.9,-8.0,-6.7,-7.3,-8.0,-7.0,-6.5,-8.0,-8.6,-6.5,-6.9,-7.5,-7.0,-6.8,-7.6,-7.6
c1(c(cnn(c1=O)Cc1cccc2ccccc12)CO)Oc1ccc(cc1)OC,-8.4,-8.2,-6.8,-6.7,-7.0,-6.7,-8.4,-7.3,-6.7,-6.9,-7.1,-6.8,-7.4,-7.3,-6.2,-7.3,-7.0,-8.5,-8.4,-5.6,-8.4,-7.0,-7.0,-6.7,-7.1,-7.4,-8.0,-6.4,-7.4,-7.9,-8.4,-6.3,-8.2,-9.5,-6.8,-8.0,-7.3,-7.4,-6.8,-7.5,-8.6
c1(cc2ncn(C)c(=O)c2c(NCCCO)n1)c1ccc(c(c1)S(=O)(=O)C)NC,-7.8,-7.2,-6.1,-5.8,-7.2,-6.1,-7.4,-7.0,-6.1,-6.8,-7.0,-6.7,-7.7,-6.4,-5.9,-6.0,-7.0,-7.8,-8.2,-5.7,-8.0,-6.9,-6.6,-6.7,-6.4,-6.5,-7.8,-6.3,-7.0,-6.9,-7.9,-6.2,-6.7,-7.8,-6.2,-7.3,-6.9,-7.1,-6.1,-6.7,-7.5
c1(cc(c(cc1CCN)OC)CCc1ccccc1)OC,-7.0,-6.4,-6.0,-5.8,-6.0,-5.8,-7.1,-5.8,-5.4,-5.3,-5.8,-5.6,-6.3,-5.9,-5.1,-5.7,-5.9,-7.3,-6.5,-4.7,-7.0,-5.3,-5.4,-6.1,-6.1,-6.1,-6.4,-5.1,-6.1,-6.4,-6.7,-5.7,-6.4,-7.3,-5.0,-6.5,-6.4,-6.6,-5.7,-6.3,-6.2
C(=S)(NC(=O)c1cc(cc(C)c1)C)Nc1ccc2c(c1)OCCO2,-8.0,-7.5,-7.0,-6.9,-6.6,-7.0,-8.7,-7.3,-6.8,-6.6,-6.9,-6.4,-7.7,-7.2,-6.3,-6.3,-7.0,-8.5,-8.3,-5.4,-8.9,-7.0,-6.8,-7.2,-7.0,-7.0,-7.7,-6.4,-7.6,-7.4,-7.7,-6.0,-7.8,-8.7,-6.2,-7.9,-7.0,-7.8,-6.7,-7.0,-7.7
N(c1ccccc1)(S(=O)(=O)C)Cc1ccccc1F,-6.8,-6.5,-6.1,-5.1,-5.5,-5.4,-6.8,-5.9,-5.2,-5.4,-5.6,-5.3,-5.3,-6.0,-5.1,-5.5,-5.5,-7.1,-6.9,-4.6,-7.1,-5.0,-5.7,-4.3,-5.1,-5.7,-6.1,-5.3,-5.8,-6.7,-6.1,-5.2,-6.2,-7.1,-4.7,-5.6,-5.8,-5.4,-5.2,-6.1,-5.9
Cc1nn(c2ncc(cn2)C2CC2)c(c1Cc1ccccc1)OC(C)C,-7.5,-7.5,-6.3,-6.2,-5.9,-5.5,-7.8,-7.1,-6.0,-6.3,-6.8,-6.5,-6.7,-6.9,-6.0,-6.2,-6.8,-7.7,-7.4,-5.3,-8.6,-5.9,-6.2,-6.7,-6.1,-7.8,-7.2,-6.2,-7.1,-7.6,-7.2,-6.1,-7.4,-8.6,-5.9,-7.0,-6.5,-7.3,-6.3,-6.6,-7.3
c1(cnc(N2CCN(CC2)[C@@H]2CCN(CC2)Cc2ccc(Cl)cc2)c(Cl)c1)C(=O)NCCCC,-7.7,-7.8,-6.5,-5.9,-7.1,-5.1,-8.0,-7.2,-6.8,-7.0,-7.5,-7.0,-7.0,-6.5,-6.2,-6.8,-6.3,-7.9,-8.3,-5.4,-9.0,-6.1,-6.9,-5.8,-7.4,-7.6,-8.0,-6.5,-7.3,-8.2,-7.7,-7.3,-6.9,-8.9,-6.5,-6.9,-7.1,-7.1,-7.0,-6.7,-8.2
O=c1c2ccccc2nnn1Cc1ccc(F)cc1,-7.2,-7.0,-6.9,-5.8,-5.8,-6.1,-7.3,-6.2,-6.1,-6.1,-5.9,-6.1,-6.8,-6.2,-5.5,-6.1,-6.3,-7.3,-7.0,-5.3,-7.5,-5.9,-6.0,-7.1,-6.9,-6.8,-6.8,-5.7,-6.3,-7.0,-6.7,-6.1,-6.9,-8.3,-5.4,-6.8,-6.5,-6.9,-6.1,-6.6,-6.4
N(C(=O)NC(C(F)(F)F)C(F)(F)F)c1ccc(cc1)OC,-7.1,-6.1,-6.1,-5.6,-5.6,-6.1,-6.6,-6.0,-5.6,-5.4,-5.8,-5.4,-6.6,-6.3,-5.4,-5.8,-6.1,-6.9,-6.6,-4.6,-6.6,-6.2,-5.0,-6.4,-5.7,-6.2,-6.5,-5.6,-5.9,-6.2,-6.4,-5.9,-6.0,-7.6,-5.3,-6.8,-6.3,-6.2,-5.6,-6.3,-6.1
n1(c(=O)[nH]c2cc(Cl)ccc12)C1CCN(C(=O)OCC)CC1,-7.3,-6.7,-6.1,-5.6,-6.1,-6.5,-7.2,-6.4,-5.9,-6.0,-6.3,-5.9,-7.1,-5.8,-6.2,-6.0,-6.4,-7.4,-7.0,-5.0,-7.2,-5.7,-5.8,-6.0,-6.4,-6.4,-6.7,-5.4,-6.3,-7.2,-6.4,-5.7,-6.5,-7.7,-5.7,-7.2,-6.4,-6.4,-5.7,-6.7,-7.2
C(c1ccc(cc1)C(=O)N(C)C)Nc1c(Cl)cccc1CN,-7.3,-6.7,-5.8,-5.3,-6.0,-6.2,-7.0,-6.3,-5.8,-5.4,-6.1,-5.9,-6.7,-6.1,-5.2,-6.0,-6.0,-7.2,-7.1,-4.5,-6.9,-5.5,-5.5,-6.0,-6.8,-5.9,-6.8,-6.0,-6.2,-6.9,-6.5,-5.9,-5.9,-7.7,-5.2,-6.6,-7.0,-6.4,-5.5,-6.8,-6.2
CN(C(=O)N1CC[C@@](CC1)(Nc1ncc(cn1)/C(=N/O)/O)c1ccccc1)c1ccccc1,-9.4,-8.4,-7.0,-7.0,-7.6,-6.1,-9.1,-7.9,-7.6,-7.6,-7.9,-7.5,-7.3,-6.7,-7.0,-7.1,-7.4,-8.7,-8.2,-5.6,-9.6,-6.6,-7.2,-6.3,-7.4,-8.1,-8.4,-6.6,-8.3,-7.9,-8.3,-7.3,-8.9,-10.1,-7.0,-7.7,-7.7,-7.7,-7.3,-8.4,-8.4
C(N1CC[C@H](CC1)c1ccccc1)CC(=O)NCc1ccccc1,-7.9,-6.9,-7.5,-6.7,-7.0,-5.0,-7.9,-7.0,-6.8,-5.1,-5.6,-6.0,-7.3,-6.5,-5.0,-5.4,-5.8,-8.7,-7.3,-5.5,-8.7,-6.3,-5.2,-6.8,-7.0,-7.4,-7.4,-5.0,-6.8,-6.4,-6.2,-7.0,-6.3,-8.0,-4.8,-7.5,-6.7,-7.7,-5.6,-6.2,-5.9
