SMILES,204_KAM,134_KAC,22_KAJ,80_KAD,154_KAN,296_KAW,92_KAM,140_KAC,260_KAF,192_KAO,220_KAH,310_KAQ,104_KAF,268_KAL,304_KAQ,342_KAI,290_KBA,322_KAK,210_KAF,34_KAS,178_KAA,56_KAS,58_KAF,72_KAI,8_KAI,200_KAR,134_KAH,212_KAL,286_KAM,182_KAD,216_KAN,284_KAJ,148_KAG,340_KAH,314_KAF,222_KAV,140_KAD,168_KAK,22_KAI,156_KAE,216_KAA
N(c1nc(c2c(c1C#N)CC(C)(C)OC2)c1ccccc1)CCN(CC)CC,-4.9,-6.2,-7.2,-5.8,-6.2,-7.6,-5.5,-6.2,-6.3,-7.0,-5.6,-6.1,-7.4,-6.7,-6.8,-5.5,-7.1,-6.0,-7.3,-5.9,-6.1,-6.7,-6.2,-6.7,-6.1,-6.5,-7.1,-6.1,-5.7,-6.3,-6.8,-5.4,-7.3,-6.2,-6.4,-6.6,-6.0,-6.1,-6.9,-5.9,-7.1
c1(ccc2nnc(n2c1)C1CCNCC1)Sc1ccc(F)cc1F,-6.1,-7.2,-7.3,-6.3,-7.0,-8.4,-7.0,-7.0,-6.8,-8.4,-6.1,-7.5,-8.0,-7.4,-7.5,-6.5,-7.5,-6.5,-7.9,-6.3,-6.8,-7.5,-7.6,-7.1,-7.2,-7.1,-7.9,-6.9,-6.7,-7.8,-7.2,-6.2,-8.3,-6.7,-7.2,-6.8,-7.3,-6.5,-7.3,-6.6,-7.9
N1(CCN(CC1)[C@@H](c1ccccc1)c1ccccc1)c1c(cccc1)O,-5.5,-6.3,-7.8,-6.4,-6.0,-8.9,-7.0,-6.5,-7.8,-8.8,-5.8,-7.5,-7.4,-8.1,-7.1,-7.6,-8.3,-6.5,-8.6,-5.9,-6.9,-6.7,-6.9,-7.6,-6.8,-5.7,-7.5,-7.1,-6.6,-7.7,-7.0,-6.5,-8.4,-6.6,-7.0,-6.7,-6.8,-6.6,-6.7,-6.7,-8.5
CN1CC(=C(C=N1)/C=C\C(=O)c1ccccc1)/C=C\C(=O)c1ccccc1,-5.2,-7.5,-7.1,-5.6,-5.2,-7.6,-6.2,-5.4,-6.8,-9.7,-5.1,-7.7,-8.7,-6.8,-7.2,-6.6,-7.0,-5.6,-9.4,-6.3,-8.3,-7.0,-7.5,-7.0,-7.9,-7.0,-8.0,-7.1,-5.9,-7.1,-7.7,-5.2,-7.9,-6.6,-5.9,-6.8,-5.7,-5.5,-7.9,-6.8,-8.2
c1(sc2ncnc(c2c1c1ccc(Cl)cc1)N1CCNCC1)C#N,-5.1,-5.5,-6.7,-5.4,-5.3,-7.0,-5.4,-5.3,-5.6,-6.5,-5.0,-5.0,-5.8,-6.7,-6.5,-4.8,-6.2,-4.7,-6.7,-5.4,-5.2,-6.2,-6.1,-6.8,-6.0,-4.9,-6.1,-5.2,-5.5,-6.5,-5.6,-5.5,-6.8,-5.8,-6.0,-5.5,-4.9,-5.8,-5.8,-6.2,-6.7
C(=O)(N1Cc2[nH]nc(NC(=O)c3ccco3)c2C1)c1ccc(C)cc1,-6.4,-6.7,-7.6,-6.1,-6.9,-9.0,-6.5,-7.1,-7.6,-9.6,-6.9,-8.3,-8.1,-8.3,-7.0,-7.5,-7.5,-6.9,-8.6,-6.7,-6.4,-7.3,-7.2,-7.4,-7.0,-6.8,-7.5,-7.2,-6.6,-8.4,-7.2,-6.8,-8.0,-7.0,-7.1,-7.0,-7.4,-7.2,-7.0,-7.1,-8.5
c1(cc(C)c2c(nn(C)c2n1)c1ccoc1C)OCC(=O)N[C@H](C)c1ccc(cc1)OC,-5.0,-7.2,-7.7,-5.8,-6.0,-7.8,-6.1,-7.4,-7.5,-9.0,-6.6,-7.6,-8.1,-7.2,-6.8,-7.0,-7.3,-6.4,-8.6,-7.4,-7.2,-6.8,-7.7,-7.4,-7.9,-7.1,-7.5,-7.0,-7.0,-7.5,-7.5,-6.5,-8.2,-6.7,-7.6,-7.0,-7.0,-7.1,-8.4,-7.4,-8.5
N(C(=O)c1sccc1n1cccc1)NC(=O)Nc1ccccc1,-5.5,-6.5,-6.8,-6.1,-6.1,-8.0,-6.0,-6.6,-7.1,-8.6,-6.5,-7.8,-7.3,-6.7,-6.9,-6.3,-7.0,-5.6,-7.9,-6.2,-6.7,-6.8,-6.9,-6.7,-7.1,-7.2,-7.8,-6.6,-5.8,-7.3,-6.8,-6.2,-8.0,-6.4,-6.8,-6.1,-6.1,-6.6,-7.5,-6.8,-7.7
[C@H]([C@@H]1C[C@H]([C@H](O1)n1ccc(=O)[nH]c1=O)O)(O[C@@H]1O[C@H]([C@H]([C@H]1O)O)CN)CNc1ccc(cc1)C1CCCCC1,-6.0,-8.8,-9.0,-7.0,-6.9,-9.0,-6.5,-7.8,-8.4,-9.4,-7.2,-9.3,-8.7,-7.8,-8.2,-6.9,-8.4,-7.1,-9.1,-7.8,-7.0,-8.1,-8.1,-8.1,-8.2,-7.1,-8.6,-7.4,-7.7,-8.6,-8.7,-7.3,-9.0,-7.2,-8.0,-7.6,-7.2,-7.7,-8.7,-7.3,-9.2
c1(ccc(cc1)O[C@@H]1CCN(C1)c1ccc(cc1)OC(C)C)[C@H](C)N/C(=N/CC)/O,-5.3,-7.2,-7.2,-5.9,-6.1,-8.2,-6.3,-7.3,-7.0,-8.8,-5.9,-7.7,-7.8,-6.7,-6.9,-6.6,-7.1,-6.6,-8.1,-6.2,-6.4,-7.4,-7.1,-7.0,-7.1,-5.6,-7.5,-6.7,-6.4,-7.2,-7.2,-6.3,-7.6,-6.5,-7.2,-6.9,-6.4,-6.4,-7.7,-6.1,-7.7
[C@@]1(OCc2cc(ccc12)c1nnc([nH]1)c1ccccc1)(c1ccc(F)cc1)CCCN(C)C,-5.8,-7.5,-8.1,-6.9,-6.9,-9.0,-6.8,-7.6,-8.2,-9.4,-6.4,-7.9,-7.7,-7.9,-7.6,-7.2,-8.7,-6.9,-9.1,-6.7,-6.4,-7.7,-8.1,-7.7,-7.8,-6.8,-8.4,-6.8,-7.2,-8.0,-8.5,-6.9,-8.6,-6.8,-7.7,-7.6,-6.4,-7.2,-7.8,-6.7,-9.0
c1(cc2c(cc1NC(=O)[C@@H]1CCCO1)oc1ccccc21)OC,-5.2,-7.0,-7.1,-5.9,-6.6,-8.3,-6.2,-6.3,-6.6,-8.5,-6.1,-7.9,-7.6,-6.8,-7.4,-7.0,-7.2,-6.3,-8.0,-6.2,-6.1,-6.7,-7.0,-7.0,-6.8,-6.9,-7.5,-6.6,-6.2,-7.0,-7.0,-6.0,-7.6,-6.8,-6.9,-6.6,-6.1,-6.0,-7.2,-6.8,-7.6
C(c1ccc(cc1)c1ccc(cc1)C(C)(C)C)NC(=O)c1c(nc2cc(Cl)ccn12)CC,-6.4,-7.8,-8.2,-6.7,-6.8,-9.4,-8.1,-7.3,-7.8,-9.8,-6.6,-8.1,-8.8,-8.1,-7.6,-7.2,-8.4,-7.1,-9.7,-7.1,-7.4,-7.4,-8.5,-8.0,-8.0,-7.1,-8.6,-7.0,-7.6,-8.9,-8.2,-7.0,-9.1,-7.2,-8.3,-7.5,-8.2,-7.3,-8.2,-6.9,-9.2
[C@H]1(C[C@H]([C@H]([C@@H](C1)Cc1ccccc1)O)Cc1ccccc1)O,-5.0,-7.3,-6.6,-5.6,-5.5,-8.2,-6.7,-6.6,-6.2,-9.4,-5.1,-7.3,-7.9,-7.6,-7.2,-6.6,-7.1,-6.5,-8.5,-5.4,-6.4,-6.5,-6.8,-6.8,-6.0,-5.8,-7.4,-6.4,-6.5,-6.8,-7.1,-5.0,-7.7,-6.5,-6.0,-6.3,-6.4,-5.3,-6.7,-6.5,-7.8
C(=C\1/N[C@@H](CO1)C(=O)OCC)(\C#N)/C(=O)OCC,-4.1,-4.8,-5.0,-4.2,-4.4,-5.5,-4.3,-4.4,-4.5,-5.7,-4.3,-5.7,-5.3,-4.5,-5.1,-4.5,-5.1,-4.1,-5.3,-4.3,-4.6,-5.0,-5.0,-4.5,-5.3,-5.4,-5.2,-4.6,-4.2,-5.3,-4.7,-4.0,-5.1,-4.5,-4.6,-4.6,-4.9,-4.7,-5.2,-5.0,-5.1
c1(ccccc1O[C@H](C)c1ccccc1)C(=C)n1ccnc1,-5.1,-6.5,-6.6,-5.8,-6.2,-7.9,-6.1,-5.8,-6.2,-7.9,-5.4,-7.0,-7.2,-6.5,-6.8,-5.7,-7.2,-5.6,-7.7,-5.4,-6.5,-6.9,-6.2,-6.7,-5.9,-6.3,-7.2,-6.0,-6.2,-7.0,-6.6,-5.0,-7.9,-6.0,-6.1,-6.5,-6.1,-5.4,-6.2,-6.7,-7.5
N(c1ncnc2[nH]c(N3CCOCC3)nc12)Cc1ccccc1,-5.6,-7.1,-7.5,-6.4,-6.1,-8.3,-6.6,-6.5,-7.7,-8.3,-6.9,-8.1,-8.2,-7.2,-6.9,-6.9,-7.6,-6.3,-8.3,-6.5,-6.6,-7.2,-7.6,-7.3,-7.5,-7.4,-8.1,-7.1,-6.5,-7.3,-7.4,-6.4,-8.1,-6.8,-7.0,-7.0,-6.6,-6.9,-8.0,-6.9,-7.6
O([C@H]1COc2n(cc(n2)N(=O)=O)C1)c1ccc(nc1)c1ccc(F)cc1,-5.4,-7.2,-7.5,-5.9,-6.1,-7.9,-6.2,-6.7,-6.6,-8.6,-6.2,-7.8,-7.5,-6.9,-6.6,-6.9,-7.3,-6.1,-8.7,-6.5,-6.0,-6.9,-7.0,-6.8,-7.4,-6.2,-7.5,-6.6,-6.7,-7.4,-7.1,-6.3,-8.3,-6.7,-7.1,-6.9,-6.4,-6.5,-8.0,-6.7,-8.3
[C@H](c1ccccc1)(c1ccc(cc1)OC(C)C)CCNCc1ccc(cc1)O,-5.2,-7.5,-7.0,-5.8,-5.9,-8.5,-6.2,-5.9,-6.5,-7.8,-5.7,-7.5,-6.9,-7.5,-6.7,-6.4,-7.8,-5.3,-7.9,-5.9,-6.4,-7.3,-7.2,-6.8,-6.4,-5.6,-7.4,-5.7,-6.3,-7.0,-6.2,-5.6,-7.7,-6.3,-6.2,-6.4,-6.0,-6.1,-6.8,-7.5,-7.5
c1(c2c(nc3ccccc13)CCCC2)N1CCC[C@@H](C)C1,-5.7,-6.3,-7.3,-5.8,-5.9,-8.3,-6.6,-6.4,-6.8,-8.9,-5.7,-6.3,-7.4,-7.3,-7.1,-5.9,-7.9,-6.1,-8.4,-6.6,-7.6,-7.2,-6.7,-7.3,-6.6,-6.2,-7.5,-6.4,-6.1,-7.7,-6.9,-5.8,-8.2,-6.7,-6.4,-6.7,-6.8,-6.1,-6.6,-7.0,-8.3
C(=C(\c1ccccc1O)/[C@H](O)c1cc(c(c(c1)OC)OC)OC)/c1ccc(c(c1)O)OC,-5.0,-6.3,-6.7,-6.1,-6.0,-7.7,-6.5,-6.1,-6.6,-8.0,-5.8,-6.7,-7.1,-7.5,-7.1,-6.4,-7.6,-6.1,-8.3,-5.8,-5.7,-6.6,-7.4,-6.8,-6.9,-5.4,-7.4,-6.1,-6.3,-6.8,-6.8,-6.0,-8.2,-5.9,-6.3,-6.2,-6.1,-6.3,-6.4,-6.7,-7.6
[C@@H]1(CCCN1C(=O)OCc1ccccc1)C(=O)N1[C@@H](CCC1)C(=O)c1ccon1,-5.4,-6.6,-6.9,-6.1,-5.7,-8.3,-6.0,-5.8,-7.0,-8.2,-5.7,-6.8,-7.2,-7.5,-7.4,-6.3,-7.2,-5.6,-7.7,-5.8,-6.2,-6.8,-6.7,-6.7,-6.4,-5.6,-7.4,-6.2,-5.7,-7.7,-7.1,-5.5,-7.9,-6.5,-6.6,-6.2,-6.0,-5.8,-6.6,-6.4,-7.5
N1(C[C@@H](CC1=O)NC(=O)c1ccco1)c1ccc(c(c1)OC)OC,-4.9,-6.1,-6.2,-5.9,-5.7,-7.1,-5.7,-6.2,-6.0,-7.5,-5.4,-7.1,-6.9,-6.5,-6.7,-6.2,-6.6,-5.5,-7.3,-6.0,-5.7,-6.6,-6.5,-6.0,-6.3,-6.3,-6.9,-5.8,-5.4,-7.1,-6.6,-5.7,-7.2,-5.6,-6.2,-6.3,-6.2,-5.9,-6.6,-6.0,-7.0
c1(nc2ccccc2c(=O)n1C/C=C/c1ccc(cc1)c1cnc2ccccc2n1)c1cccc(c1)OC,-6.2,-8.2,-8.9,-7.2,-7.5,-10.1,-8.5,-8.6,-8.8,-10.7,-7.3,-8.4,-9.4,-9.4,-8.9,-7.9,-9.1,-8.6,-11.5,-7.8,-7.7,-8.3,-9.3,-8.8,-8.6,-7.5,-9.7,-8.5,-8.4,-9.7,-9.4,-7.5,-9.5,-7.9,-8.6,-8.6,-8.4,-8.3,-9.2,-7.9,-10.2
n1(ccc(=O)c2c(nccc12)C(F)(F)F)CCCCC,-4.4,-5.3,-5.8,-4.6,-5.4,-6.8,-5.8,-5.0,-5.7,-7.1,-5.1,-6.4,-6.3,-5.8,-6.1,-4.9,-6.3,-5.0,-6.7,-5.0,-5.8,-6.1,-5.9,-5.6,-5.7,-6.2,-6.3,-5.7,-4.9,-6.2,-5.7,-4.5,-6.9,-5.3,-5.3,-5.6,-5.1,-5.1,-6.1,-5.6,-6.4
c1(cccn1Cc1ccccc1)/C(=C\C(=O)C(=O)O)/O,-5.3,-6.2,-6.2,-5.4,-6.2,-7.0,-5.5,-5.8,-6.0,-7.4,-5.5,-6.9,-6.7,-6.2,-6.8,-5.7,-6.5,-5.7,-6.8,-5.2,-6.2,-6.6,-6.0,-6.1,-6.5,-6.7,-6.4,-5.8,-5.6,-6.5,-6.4,-4.8,-7.4,-5.6,-5.7,-5.7,-5.8,-5.8,-5.8,-6.7,-6.7
n1(c(=O)cc(C)c2c(C)nn(c12)c1cccc(Cl)c1C)CC(=O)Nc1ccc(cc1)OCC,-5.6,-7.2,-7.5,-6.9,-6.4,-9.3,-7.0,-6.9,-6.8,-9.5,-6.2,-7.1,-8.1,-7.9,-7.4,-5.8,-8.2,-6.5,-8.6,-6.6,-6.7,-7.4,-7.3,-8.2,-7.7,-6.7,-8.3,-6.5,-6.6,-8.2,-7.4,-6.6,-8.1,-6.8,-7.3,-6.7,-7.0,-7.0,-6.9,-6.7,-8.1
c1(ccccc1NC(=O)c1ccc(cc1)N(=O)=O)c1nnn(n1)c1ccc(cc1)CCC,-6.0,-7.6,-8.1,-6.5,-6.8,-9.3,-7.3,-7.2,-7.7,-9.4,-6.6,-8.1,-8.8,-8.0,-7.9,-6.8,-8.5,-6.8,-9.4,-7.0,-7.0,-7.6,-8.1,-8.0,-8.2,-7.1,-8.4,-7.2,-7.2,-8.2,-7.6,-6.5,-8.4,-7.2,-7.7,-7.4,-7.2,-6.9,-8.0,-7.3,-8.4
c1(c(nn2c(C)c(C)c(C)nc12)c1ccc(cc1)OCCF)CC(=O)N(CC)CC,-4.9,-6.8,-6.7,-5.7,-5.3,-7.7,-6.1,-6.2,-6.2,-7.6,-5.4,-6.3,-7.3,-6.9,-6.7,-5.3,-7.4,-5.5,-8.0,-5.7,-6.0,-6.7,-6.8,-6.9,-6.6,-6.4,-7.1,-5.3,-5.9,-6.5,-6.8,-5.7,-7.3,-6.5,-6.1,-6.1,-6.2,-5.8,-6.8,-6.1,-7.2
N(S(=O)(=O)c1ccc(cc1)CCCCC)CCc1c[nH]c2cc(ccc12)C(=O)OC,-4.6,-7.2,-6.4,-5.1,-6.2,-7.4,-5.7,-5.5,-6.6,-8.3,-5.6,-6.8,-8.0,-6.4,-6.4,-5.1,-6.8,-4.9,-7.3,-5.3,-5.9,-6.3,-7.1,-6.8,-6.4,-6.3,-7.2,-6.7,-5.3,-6.5,-5.8,-5.4,-7.1,-6.3,-5.7,-6.2,-7.1,-5.3,-7.4,-5.8,-7.3
O=c1cc([nH]c2cc3c(cc12)OCO3)c1ccsc1,-5.0,-7.0,-6.8,-5.7,-6.0,-7.5,-5.8,-6.1,-5.9,-8.2,-6.2,-7.3,-7.3,-6.0,-6.6,-6.6,-6.5,-5.8,-7.7,-6.0,-6.0,-6.4,-6.7,-6.1,-6.9,-7.1,-7.0,-6.3,-5.6,-6.8,-6.2,-5.8,-7.4,-6.0,-6.2,-6.3,-6.1,-6.2,-7.2,-6.4,-6.9
[C@H]1([C@@H](N2CCCCN(C[C@@H]12)CC1CC1)CO)c1ccc(cc1)c1cccc(c1)OC,-5.3,-7.3,-7.5,-6.1,-6.4,-8.7,-6.6,-7.1,-7.5,-9.2,-6.2,-7.2,-7.9,-7.6,-7.1,-7.1,-7.7,-6.4,-8.3,-7.0,-6.9,-7.6,-7.3,-7.4,-7.1,-6.3,-8.1,-6.6,-7.0,-8.0,-7.4,-6.3,-8.3,-7.0,-7.5,-7.6,-6.1,-6.7,-7.9,-7.3,-8.3
[C@H]1(CCCCN1S(=O)(=O)Cc1ccc(F)cc1)C(=O)OCCCc1cccnc1,-4.7,-6.1,-7.0,-5.7,-5.5,-7.7,-6.2,-6.3,-6.5,-7.9,-5.6,-6.7,-7.3,-6.4,-6.2,-5.7,-7.2,-5.5,-8.3,-5.8,-6.8,-6.8,-6.6,-6.6,-6.6,-5.9,-7.1,-6.3,-5.9,-7.3,-6.6,-5.2,-7.4,-5.9,-6.3,-6.1,-5.8,-6.4,-6.5,-6.2,-7.1
C(CN1CC[C@H](CC1)Cc1ccccc1)CCOc1c(cccc1OC)OC,-4.5,-6.6,-6.4,-5.1,-4.7,-7.6,-5.8,-6.0,-6.2,-7.5,-5.3,-6.5,-6.6,-5.7,-6.4,-5.6,-6.6,-5.8,-7.3,-5.6,-6.0,-6.7,-6.9,-6.1,-6.4,-5.9,-6.5,-6.0,-6.0,-6.1,-6.6,-5.0,-6.6,-5.9,-6.1,-5.8,-6.1,-4.7,-6.6,-6.5,-7.1
c1(cn(c2ncccc2c1=O)c1cccc(c1)C#Cc1cccnc1)C(=O)NC1CC1,-5.6,-8.3,-8.2,-7.2,-7.0,-9.2,-7.1,-7.7,-7.7,-9.6,-7.1,-8.3,-8.9,-8.4,-8.1,-6.6,-8.6,-7.2,-9.9,-7.7,-7.4,-7.7,-8.3,-8.0,-8.7,-8.2,-8.5,-7.4,-7.3,-8.2,-8.2,-7.0,-8.7,-8.2,-7.9,-7.8,-8.1,-7.4,-8.5,-6.8,-9.0
c1(ccc(cc1)c1c[nH]cn1)N,-5.8,-5.1,-5.1,-4.2,-5.3,-5.9,-4.7,-4.7,-4.8,-6.0,-4.5,-5.3,-5.7,-5.0,-5.2,-5.0,-5.2,-4.3,-5.8,-5.3,-5.8,-5.3,-5.0,-4.7,-5.4,-5.7,-5.6,-5.5,-4.6,-5.6,-5.7,-4.3,-6.0,-4.6,-4.8,-4.7,-4.7,-4.6,-5.5,-4.8,-5.5
N(C(=O)COC(=O)Cc1ccc(Cl)cc1)CCc1ccc(cc1)S(=O)(=O)N,-5.1,-7.0,-6.0,-5.7,-5.1,-7.2,-6.3,-6.9,-6.5,-7.8,-6.7,-7.1,-7.2,-6.5,-6.6,-6.1,-7.2,-5.4,-7.5,-6.5,-7.3,-6.7,-6.4,-6.3,-7.2,-6.0,-7.1,-6.6,-5.7,-7.7,-7.2,-5.0,-7.1,-5.8,-6.5,-6.5,-7.0,-5.9,-7.0,-6.3,-6.9
n1(c(cc2c1CCCC2)c1ccc(cc1)O)c1cc(c(cc1)O)C(=O)O,-5.9,-6.8,-7.7,-6.9,-6.5,-8.8,-7.1,-7.2,-7.3,-8.6,-6.6,-6.6,-8.0,-7.3,-7.8,-7.1,-8.1,-6.3,-8.4,-6.1,-6.9,-7.9,-7.3,-7.6,-7.1,-6.3,-8.1,-6.5,-6.7,-7.5,-7.0,-6.2,-8.9,-6.6,-6.6,-7.2,-6.7,-6.6,-7.1,-7.6,-8.4
c1(ccc2ncc(n2n1)Cc1cc2cnn(C)c2cc1F)/C(=N\NC(=N)O)/C,-6.2,-7.6,-8.0,-6.6,-6.9,-8.7,-7.4,-7.8,-7.9,-9.3,-7.2,-8.1,-8.3,-7.6,-8.3,-6.7,-7.9,-6.9,-8.8,-7.6,-7.2,-8.0,-7.9,-8.0,-8.0,-7.9,-8.8,-6.8,-7.4,-8.5,-7.6,-7.0,-8.6,-7.3,-7.9,-7.0,-7.8,-7.4,-8.7,-8.0,-8.7
[C@H]1(CC[C@@]2(CC[C@]3(C)[C@H](CC[C@H]4[C@@]5(C)C=C(C(=O)C(C)(C)[C@@H]5CC[C@@]34C)OC(=O)C)[C@@H]12)C(=O)O)C(=C)C,-6.2,-7.8,-8.2,-6.7,-6.9,-9.9,-6.7,-7.1,-7.8,-10.0,-6.5,-7.0,-7.0,-8.7,-8.5,-6.0,-8.2,-6.6,-8.7,-6.4,-8.0,-7.3,-6.2,-8.1,-8.0,-4.3,-7.9,-7.2,-8.0,-8.5,-8.2,-7.2,-8.7,-6.7,-7.3,-7.1,-7.2,-7.7,-6.8,-6.9,-9.0
O=C(N1CCN(CC1)Cc1ccc2c(c1)OCO2)c1ccc2[nH]ccc2c1,-6.4,-7.7,-7.7,-6.7,-7.2,-9.3,-7.6,-7.4,-7.6,-9.1,-6.7,-8.0,-8.7,-7.7,-8.3,-7.6,-7.8,-6.5,-8.6,-6.5,-6.8,-7.4,-7.5,-7.7,-7.3,-6.5,-8.1,-7.6,-7.1,-8.6,-8.2,-6.9,-8.7,-7.2,-7.6,-6.6,-7.3,-7.1,-7.8,-6.8,-8.5
c1(ccc(cc1)NC(=O)NC)[C@](C(F)(F)F)(C(=O)OCC)O,-4.6,-6.4,-6.7,-5.0,-6.1,-6.5,-5.3,-5.3,-5.7,-7.6,-5.8,-6.5,-6.6,-5.9,-6.1,-5.5,-6.2,-4.9,-6.6,-5.8,-6.4,-6.4,-5.8,-5.7,-5.5,-7.1,-6.0,-5.6,-5.2,-6.5,-5.8,-5.2,-7.1,-5.5,-5.7,-5.6,-6.0,-5.5,-5.9,-6.3,-6.8
c1(cc(Br)cc(c1O)C(C)(C)C)C(C)(C)C,-4.3,-5.3,-5.2,-4.6,-4.8,-6.9,-5.0,-5.6,-5.2,-6.9,-4.8,-5.5,-5.6,-5.5,-5.2,-5.2,-6.0,-4.7,-6.3,-5.4,-5.4,-5.2,-5.3,-5.4,-5.3,-4.9,-5.8,-5.0,-5.0,-5.5,-5.3,-4.5,-6.6,-5.2,-5.2,-5.4,-5.6,-4.9,-5.2,-5.8,-7.0
c1(cc(nc(n1)C1CC1)c1cnc(N)c(c1)Oc1ccccn1)[C@H]1[C@H]2CN(C[C@@H]12)CCOC,-5.4,-7.6,-7.6,-6.5,-6.1,-8.9,-7.1,-7.2,-7.5,-8.9,-6.6,-8.0,-8.4,-7.4,-7.7,-6.6,-7.6,-6.6,-8.5,-6.7,-6.8,-7.5,-8.0,-7.7,-7.3,-6.3,-8.0,-7.3,-7.0,-7.6,-7.6,-6.4,-8.5,-7.3,-7.3,-7.3,-6.9,-6.5,-7.9,-6.6,-8.0
C(=O)(c1cc2ccccc2cc1O)OCC(=O)Nc1ccccc1F,-5.3,-7.3,-7.5,-6.8,-6.9,-8.5,-6.2,-7.0,-7.0,-9.2,-6.7,-8.1,-8.5,-7.4,-7.3,-6.9,-7.8,-6.3,-8.1,-6.4,-6.7,-7.4,-7.6,-7.8,-7.6,-7.6,-7.7,-7.2,-6.1,-7.2,-7.3,-6.2,-8.1,-6.5,-6.8,-7.2,-7.6,-6.6,-7.6,-7.8,-7.9
c1(nnc(o1)CNCCn1cccn1)c1cccc(Br)c1,-5.5,-5.7,-5.9,-5.0,-5.8,-6.4,-5.3,-5.8,-6.2,-6.7,-5.4,-6.6,-6.4,-5.7,-6.0,-5.9,-6.0,-4.7,-6.6,-5.8,-6.4,-6.0,-6.4,-5.5,-6.9,-6.1,-6.3,-5.8,-5.6,-6.3,-5.7,-4.8,-6.6,-5.6,-5.7,-5.6,-6.3,-6.1,-6.3,-6.0,-6.1
c1(ccnc(n1)c1ccc(cc1)C(F)(F)F)CN[C@H](C1CCCCC1)CO,-5.5,-7.5,-7.4,-5.7,-5.6,-8.6,-6.1,-6.6,-7.2,-8.4,-6.4,-7.5,-8.0,-7.0,-7.3,-6.7,-7.5,-5.8,-8.7,-7.2,-6.4,-7.0,-7.6,-7.1,-7.1,-7.5,-7.5,-6.6,-6.8,-7.3,-7.4,-5.9,-7.4,-6.7,-7.0,-7.6,-6.6,-6.1,-8.3,-6.6,-7.3
Nc1nonc1n1nnc(c1CN1CCCCC1)c1n[nH]c(n1)c1ccncc1,-5.5,-7.7,-8.0,-6.7,-6.8,-8.7,-6.5,-6.8,-7.0,-9.0,-6.6,-8.6,-8.2,-7.8,-7.9,-7.6,-7.8,-6.0,-9.2,-6.6,-6.3,-8.3,-7.7,-7.6,-7.4,-7.6,-8.6,-7.1,-6.7,-7.7,-7.9,-6.7,-8.6,-6.8,-7.4,-7.6,-6.8,-7.2,-7.1,-7.1,-8.5
CN1CCN(c2ccc3nc(c(n3n2)c2ccncc2)c2ccc3c(c2)OCO3)CC1,-5.8,-7.3,-7.9,-6.7,-6.8,-9.3,-7.1,-7.1,-7.5,-10.0,-6.8,-7.3,-8.6,-7.8,-7.9,-5.3,-8.2,-6.5,-9.3,-6.6,-6.8,-7.8,-8.2,-8.5,-7.2,-7.2,-8.6,-7.0,-7.3,-8.5,-7.9,-7.4,-9.2,-6.9,-8.2,-7.7,-6.9,-7.0,-8.0,-8.0,-8.5
N(C(=O)C(=O)c1c[nH]c2ccc(cc12)OC)[C@H](C(=O)OCC)Cc1ccccc1,-5.1,-6.7,-7.0,-6.3,-5.5,-8.2,-7.0,-7.1,-6.7,-8.4,-6.1,-7.2,-7.7,-7.1,-6.9,-6.6,-7.1,-5.7,-8.1,-6.0,-6.5,-7.1,-7.0,-6.4,-7.1,-5.6,-7.1,-6.1,-6.1,-7.3,-6.8,-5.8,-8.1,-6.1,-6.5,-6.5,-6.1,-6.3,-7.6,-7.8,-7.2
CC1(C)Oc2ccc(cc2[C@H]([C@@H]1O)n1oc2ccccc2c1=O)C#N,-5.8,-6.9,-7.3,-6.1,-6.6,-8.2,-6.6,-6.4,-7.5,-8.3,-6.6,-6.8,-7.7,-8.0,-7.3,-6.2,-7.6,-6.4,-7.9,-6.3,-6.5,-7.2,-7.1,-6.9,-7.4,-5.8,-8.1,-6.2,-6.7,-7.5,-6.9,-6.1,-8.4,-6.7,-6.7,-6.6,-6.3,-6.5,-7.3,-6.8,-8.0
n1(c(=O)c2ccccc2n(c1=O)CC(=O)Nc1c(C)cc(C)cc1C)CCC(=O)NCCCOC,-5.2,-7.1,-7.9,-6.5,-6.3,-8.1,-6.2,-6.8,-6.7,-7.9,-6.0,-7.4,-7.5,-7.0,-7.4,-6.1,-7.2,-5.8,-8.6,-6.4,-6.4,-7.2,-7.1,-7.1,-7.0,-6.0,-7.4,-6.0,-6.4,-7.3,-6.7,-6.0,-7.9,-6.6,-6.8,-7.0,-7.2,-6.2,-7.9,-6.5,-7.8
N(C(=S)Nc1nccs1)CCc1ccc(F)cc1,-4.9,-5.9,-6.0,-5.0,-5.0,-6.6,-5.1,-5.4,-5.5,-6.7,-5.0,-6.4,-6.5,-5.6,-5.4,-5.7,-6.1,-5.1,-6.4,-5.2,-6.0,-5.6,-6.0,-5.8,-6.5,-6.0,-5.9,-5.9,-5.2,-6.4,-5.7,-4.9,-6.6,-5.3,-5.4,-5.8,-5.7,-5.4,-6.1,-5.8,-6.3
